gender,race/ethnicity,lunch,test preparation course,math score,reading score,writing score,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,score_category_math_Advanced,score_category_math_Elementary,score_category_math_Intermediate,score_category_math_Master,score_category_reading_Advanced,score_category_reading_Elementary,score_category_reading_Intermediate,score_category_reading_Master,score_category_writing_Advanced,score_category_writing_Elementary,score_category_writing_Intermediate,score_category_writing_Master
0,4,1,0,80.0,83.0,83.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,0,56.0,52.0,55.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,59.0,51.0,43.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1,3,1,0,75.0,74.0,69.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,85.0,76.0,71.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,4,1,0,89.0,76.0,74.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1,58.0,70.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,65.0,64.0,62.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,68.0,60.0,53.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,47.0,49.0,49.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,71.0,83.0,83.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,1,60.0,70.0,70.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,80.0,80.0,72.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,3,1,0,54.0,52.0,52.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,62.0,73.0,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,64.0,73.0,68.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,78.0,77.0,77.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,0,70.0,75.0,78.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,2,0,1,65.0,81.0,81.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,0,1,64.0,79.0,77.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,2,1,1,79.0,79.0,78.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,0,0,44.0,50.0,51.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,4,1,0,99.0,93.0,90.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,3,1,0,76.0,73.0,68.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,0,0,59.0,42.0,41.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,2,1,0,63.0,75.0,81.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,3,1,0,69.0,72.0,77.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,3,1,1,88.0,92.0,95.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,4,0,0,71.0,76.0,70.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,1,0,69.0,63.0,61.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,58.0,49.0,42.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
0,3,0,0,47.0,53.0,58.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,65.0,70.0,71.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,88.0,85.0,76.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,0,83.0,78.0,73.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,1,1,85.0,92.0,93.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0,4,1,1,59.0,63.0,75.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,65.0,86.0,80.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,1,0,0,73.0,56.0,57.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,53.0,52.0,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,3,1,0,45.0,48.0,46.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3,0,0,73.0,79.0,84.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,0,1,70.0,78.0,78.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,0,37.0,46.0,46.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,1,1,1,81.0,82.0,82.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,4,1,1,97.0,82.0,88.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
0,1,1,0,67.0,89.0,82.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,1,0,0,88.0,75.0,76.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,4,1,1,77.0,76.0,77.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,0,76.0,70.0,68.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,1,0,86.0,73.0,70.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1,2,1,1,63.0,60.0,57.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,65.0,73.0,75.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,1,78.0,77.0,80.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,0,0,67.0,62.0,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,46.0,41.0,43.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,4,1,1,71.0,74.0,68.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,1,40.0,46.0,50.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3,0,0,90.0,87.0,75.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,81.0,78.0,81.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,0,0,56.0,54.0,52.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,67.0,84.0,81.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,1,0,80.0,76.0,64.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,1,1,74.0,75.0,83.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,69.0,67.0,69.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,1,99.0,87.0,81.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
1,2,1,0,51.0,52.0,44.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0,1,0,0,53.0,71.0,67.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,49.0,57.0,52.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,73.0,76.0,80.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,1,0,66.0,60.0,57.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,67.0,61.0,68.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,68.0,67.0,69.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,59.0,64.0,75.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,71.0,66.0,65.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,77.0,82.0,91.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,2,1,0,83.0,72.0,78.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,1,1,0,63.0,71.0,69.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,56.0,65.0,63.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,67.0,79.0,84.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,4,1,0,75.0,86.0,79.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,0,71.0,81.0,80.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,0,0,43.0,53.0,53.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,2,0,0,41.0,46.0,43.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,2,1,0,82.0,90.0,94.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
1,2,1,0,61.0,61.0,62.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,0,28.0,29.0,25.875,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1,2,1,1,82.0,75.0,77.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,1,1,0,41.0,55.0,51.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,2,1,0,71.0,60.0,61.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,47.0,37.0,35.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1,4,1,1,62.0,56.0,53.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,0,90.0,78.0,81.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,83.0,93.0,95.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,61.0,68.0,66.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,76.0,70.0,69.0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1,2,1,0,49.0,51.0,43.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0,1,0,0,27.0,38.0,27.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,3,0,1,35.0,55.0,60.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,2,0,0,58.0,61.0,52.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,61.0,73.0,63.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,1,69.0,76.0,74.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,1,1,67.0,72.0,67.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,79.0,73.0,67.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,2,1,0,72.0,80.0,75.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,1,0,62.0,61.0,57.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,77.0,94.0,95.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,3,0,0,75.0,74.0,66.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,87.0,74.0,76.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,1,1,0,52.0,65.0,69.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,66.0,57.0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,63.0,78.0,80.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,0,46.0,58.0,57.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,59.0,71.0,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,61.0,72.0,70.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,63.0,61.0,61.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,42.0,66.0,69.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3,0,0,59.0,62.0,61.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,80.0,90.0,89.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,0,58.0,62.0,59.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,85.0,84.0,78.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,52.0,58.0,58.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,27.0,34.0,32.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1,2,1,0,59.0,60.0,58.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,1,49.0,58.0,60.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,69.0,58.0,53.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,61.0,66.0,61.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,44.0,64.0,58.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,3,1,0,73.0,84.0,85.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,4,1,0,84.0,77.0,71.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,0,1,45.0,73.0,70.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3,1,0,74.0,74.0,72.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,82.0,97.0,96.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,3,1,0,59.0,70.0,73.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,0,0,46.0,43.0,41.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,3,1,0,80.0,90.0,82.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,3,0,1,85.0,95.0,100.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0,71.0,83.0,77.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,0,1,0,66.0,64.0,62.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,80.0,86.0,83.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,1,87.0,100.0,95.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,2,0,0,79.0,81.0,71.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,4,0,0,38.0,49.0,45.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,0,0,0,38.0,43.0,43.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,4,1,0,67.0,76.0,75.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,4,1,0,64.0,73.0,70.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,57.0,78.0,67.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,1,0,62.0,64.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,73.0,70.0,75.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,0,1,73.0,67.0,59.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,77.0,68.0,77.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1,4,1,0,76.0,67.0,67.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,2,1,1,57.0,54.0,56.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,65.0,74.0,77.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
1,0,0,0,48.0,45.0,41.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1,0,0,50.0,67.0,63.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,85.0,89.0,95.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,1,1,0,74.0,63.0,57.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,60.0,59.0,54.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,59.0,54.0,67.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,53.0,43.0,43.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,0,0,49.0,65.0,55.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,88.0,99.0,100.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,2,1,0,54.0,59.0,62.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,63.0,73.0,68.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,65.0,65.0,63.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,82.0,80.0,77.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,0,1,52.0,57.0,56.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,87.0,84.0,85.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,1,70.0,71.0,74.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,1,84.0,83.0,78.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,1,0,71.0,66.0,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,63.0,67.0,67.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,51.0,72.0,79.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,4,1,0,84.0,73.0,69.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,2,1,1,71.0,74.0,68.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,74.0,73.0,67.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,68.0,59.0,62.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,0,1,57.0,56.0,54.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,82.0,93.0,93.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,3,1,1,57.0,58.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,1,47.0,58.0,67.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,1,59.0,85.0,80.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,1,0,0,41.0,39.0,34.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
0,2,0,0,62.0,67.0,62.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,86.0,83.0,86.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,0,0,69.0,71.0,65.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,0,65.0,59.0,53.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,68.0,63.0,54.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,64.0,66.0,59.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,61.0,72.0,70.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,61.0,56.0,55.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,47.0,59.0,50.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,73.0,66.0,66.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,1,50.0,48.0,53.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,75.0,68.0,64.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,0,75.0,66.0,73.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,70.0,56.0,51.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,89.0,88.0,82.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,1,67.0,81.0,79.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,0,78.0,81.0,80.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,59.0,73.0,69.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,73.0,83.0,76.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,79.0,82.0,73.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
0,2,1,1,67.0,74.0,77.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
1,3,0,0,69.0,66.0,60.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,86.0,81.0,80.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,1,0,47.0,46.0,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,1,1,0,81.0,73.0,72.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,2,0,1,64.0,85.0,85.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,4,1,0,100.0,92.0,97.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0,2,0,0,65.0,77.0,74.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,0,0,65.0,58.0,49.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,53.0,61.0,62.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,37.0,56.0,47.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3,1,0,79.0,89.0,89.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,0,0,53.0,54.0,48.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,100.0,100.0,100.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,1,1,1,72.0,65.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,53.0,58.0,55.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,0,0,54.0,54.0,45.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
0,4,1,0,71.0,70.0,76.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,2,0,0,77.0,90.0,91.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,75.0,58.0,62.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,84.0,87.0,91.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0,3,0,0,27.0,31.0,38.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0,0,1,72.0,67.0,65.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,1,77.0,88.0,85.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,0,91.0,74.0,76.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
0,2,1,1,83.0,85.0,90.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,63.0,69.0,74.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,68.0,86.0,84.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,0,59.0,67.0,61.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,1,90.0,90.0,91.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,3,1,1,71.0,76.0,83.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,4,1,1,76.0,62.0,66.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,1,0,80.0,68.0,72.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,3,1,0,55.0,64.0,70.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,76.0,71.0,67.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,73.0,71.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,52.0,59.0,56.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,68.0,68.0,61.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,59.0,52.0,46.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,49.0,52.0,54.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,70.0,74.0,71.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
